Actor_name,connectivity,actor_gender,Actor_date_of_birth,Actor_ethnicity,Freebase_actor_ID,community,Wikidata_actor_id,actor_description
Sujit Kumar,83,M,1934-02-07,/m/0dryh9k,/m/03d3gd,2,Q2364052,Indian film actor and producer (1934-2010)
Aftab Shivdasani,83,M,1978-06-25,/m/0dryh9k,/m/02y_491,2,Q2362968,Indian actor
Manoj Joshi,83,M,1965,,/m/02q3h_p,2,Q12445334,Indian actor
Arbaaz Khan,82,M,1967-08-04,/m/0dryh9k,/m/05wd82,2,Q1203191,"Indian actor, film producer and director"
Sanjay Mishra,81,M,1963-10-06,/m/0dryh9k,/m/0jx9l6,2,Q7418358,Indian actor
Jaya Bhaduri Bachchan,81,F,1948-04-09,,/m/049468,2,Q464932,Indian politician and actress
Nutan,81,F,1936-06-04,,/m/021zyf,2,Q146444,Indian actress
Kirron Kher,80,F,1955-06-14,/m/0dryh9k,/m/0g4m38,2,Q158136,Indian actress and TV talk show host
Shilpa Shetty,80,F,1975-06-08,/m/06j2v,/m/040nwr,2,Q270665,Indian film actress
Bharat Bhushan,80,M,1920-06-14,,/m/02vmzb,2,Q4901101,Indian actor
Amrita Singh,79,F,1958-02-09,/m/0dryh9k,/m/07f49g,2,Q2670291,Indian film and television actress
Aditya Pancholi,79,M,1965-09-12,/m/0hbz9xw,/m/0g0tyq,2,Q2824471,"Indian film actor, producer and playback singer"
Akshaye Khanna,78,M,1975-03-28,/m/0dryh9k,/m/06qxx0,2,Q421581,Indian actor
Paintal,78,M,,/m/0dryh9k,/m/026j5j6,2,Q7124977,former Indian comic actor and current teacher of acting
Ram Mohan,77,M,,,/m/0k1sn51,2,Q2079,"largest city in Saxony, Germany"
Balraj Sahni,77,M,1913-05-01,/m/02sch9,/m/05w6fq,2,Q805511,Indian film and stage actor (1913-1973)
Aamir Khan,77,M,1965-03-14,/m/0dllcfn,/m/015npr,2,Q9557,"Indian actor, director and producer"
Raaj Kumar,77,M,1926-10-08,/m/0dryh9k,/m/02n5b3,2,Q3763980,Indian actor (1926-1996)
Jimmy Shergill,76,M,1970-12-03,/m/0dryh9k,/m/075r_k,2,Q1373345,Indian actor
Saurabh Shukla,76,M,,,/m/026kv8h,2,Q7427518,"Indian film and television actor, director, and screenwriter"
Hrithik Roshan,75,M,1974-01-10,/m/02sch9,/m/0f5zj6,2,Q483938,South Korean entertainment company
Ishaa Koppikar,74,F,1976-09-19,/m/08gzsf,/m/077x14,2,Q466974,Indian actress
Vijay Raaz,74,M,,/m/0dryh9k,/m/0270bv0,2,Q3031096,Indian actor
Kimi Katkar,73,F,1965-12-11,,/m/0cl0js,2,Q6410080,Indian actress
Nana Patekar,72,M,1951-01-01,/m/0cqgdq,/m/03z_g7,2,Q2475741,Indian film actor
Ranjeeta Kaur,72,F,1956-09-22,,/m/02qnj9h,2,Q7293124,Indian actress
Mohan Joshi,71,M,,/m/0dryh9k,/m/0cr6dz6,2,Q3630695,"Indian film, television and theatre actor."
Vyjayanthimala,71,F,1936-08-13,/m/01rv7x,/m/0dm652,2,Q467977,"Indian actress, dancer & parliamentarian"
Tiku Talsania,70,M,1954-06-07,,/m/0808dpt,2,Q3528409,Indian actor
Chunky Pandey,70,M,1962-09-26,,/m/0fbt2x,2,Q3676086,Indian actor
Shreyas Talpade,69,M,1976-01-27,/m/0dryh9k,/m/0btrvt,2,Q2726196,Bollywood Indian actor
Supriya Karnik,68,F,,/m/0dryh9k,/m/0fphcdw,2,Q16198893,Indian actress
Parikshat Sahni,68,M,,/m/0dryh9k,/m/026n_xx,2,Q7137104,Indian film and television actor
Shashikala,68,F,1933,/m/0dryh9k,/m/02q99nj,2,Q7490569,Indian actress
Dinesh Hingoo,68,M,,,/m/0gbwr04,2,Q5278078,Indian actor
Anita Raj,68,F,1962-08-13,,/m/03qjbbd,2,Q4765619,Indian actress
Tina Munim,67,F,1957-02-11,/m/0dryh9k,/m/04jr9d,2,Q2721694,Indian actress
Manoj Pahwa,66,M,,,/m/0jsnl2,2,Q16201528,Hindi film and television actor.
Katrina Kaif,66,F,1984-07-16,/m/03w9bjf,/m/08ch36,2,Q57052,province of China
Amisha Patel,65,F,1975-06-09,/m/0dryh9k,/m/040khd,2,Q263819,Indian actress
Shafi Inamdar,65,M,1949,/m/0dryh9k,/m/02w09gx,2,Q7461024,Indian actor
Vivek Oberoi,63,M,1976-09-03,/m/0dryh9k,/m/03w7jt,2,Q731854,Indian actor
Shoma Anand,63,F,1958-02-16,,/m/02q97xt,2,Q7500268,Indian actress
Viju Khote,63,M,,/m/0dryh9k,/m/0flj39,2,Q7929362,Indian actor
Tinnu Anand,62,M,,/m/0dryh9k,/m/064p92m,2,Q7808398,Indian actor
Sushmita Sen,62,F,1975-11-19,/m/0bpjh3,/m/02xhr0,2,Q255076,Indian actress and Miss Universe 1994 (born 1975)
Asit Sen,62,M,1922,/m/0dryh9k,/m/05b1062,2,Q4807036,film director
Yogeeta Bali,61,F,1952-08-13,/m/0dryh9k,/m/0c9slq,2,Q3765218,Indian actress
Jankidas,61,M,1910,,/m/04g0wt9,2,Q6154824,Indian film actor and racing cyclist
Randhir Kapoor,61,M,1945-02-15,/m/0dryh9k,/m/09zf1p,2,Q2700318,Indian actor
Keshto Mukherjee,60,M,,/m/0dryh9k,/m/0278gv2,2,Q6395064,Indian film actor and comedian
Mandakini,59,F,1969-07-30,/m/03w9bjf,/m/0bs530,2,Q337434,Indian actress
Aishwarya Rai,59,F,1973-11-01,/m/0dryh9k,/m/050llt,2,Q47059,Indian actress
Tusshar Kapoor,57,M,1976-11-20,/m/0dryh9k,/m/03t8sd,2,Q2726352,Indian actor and producer (born 1976)
Murad,57,M,1904,/m/0dryh9k,/m/02rg_7h,2,Q6937172,Indian character actor
Jaaved Jaffrey,56,M,1963-12-04,/m/0dryh9k,/m/090_4l,2,Q330315,"Indian actor, voice actor and dancer"
Ranvir Shorey,55,M,1972-08-18,/m/0dryh9k,/m/02x2fvz,2,Q3595440,Indian actor
Raj Kapoor,54,M,1924-12-14,/m/027lf0d,/m/021j72,2,Q55407,"Indian film actor, producer and director"
Razak Khan,54,M,,/m/0dryh9k,/m/0cr6dzh,2,Q15690007,Indian actor
Feroz Khan,54,M,1939-09-25,/m/0dllcfn,/m/08bqy9,2,Q1058806,Indian actor and filmmaker (1939–2009)
Bindiya Goswami,53,F,1962-01-06,/m/0dryh9k,/m/026g3l3,2,Q4914024,Indian actress
K.N. Singh,53,M,1908-09-01,/m/0dryh9k,/m/03bxsk4,2,Q3630194,Indian actor
Rohini Hattangadi,53,F,1955-04-11,/m/0dryh9k,/m/0cld6t,2,Q1606036,Indian actress
Mala Sinha,53,F,1936-11-11,/m/04jq32s,/m/03z_gl,2,Q3633732,Indian actress
Kamini Kaushal,52,F,1927-01-16,,/m/0cdy96,2,Q6358169,Indian actress
Vinay Pathak,52,M,,,/m/03cbfhn,2,Q929422,Indian actor
Rajan Haksar,52,M,,,/m/0gdk2gk,2,,
Sushma Seth,51,F,,,/m/02q98x2,2,Q3632832,Indian actress
Sonali Bendre,51,F,1975-01-01,/m/0dryh9k,/m/03j368d,2,Q32342,Indian actress and model
Nazir Hussain,51,M,,,/m/05c0wz6,2,Q6983479,Indian film actor
Kay Kay Menon,51,M,1968-01-01,,/m/0dl54k2,2,Q6380219,Indian actor
Tarun Bose,50,M,1928-09-14,/m/0dryh9k,/m/05b05p_,2,Q7686926,Indian actor
Shahid Kapoor,50,M,1981-02-25,/m/0dryh9k,/m/03zhqs,2,Q319491,Indian actor
Ishrat Ali,50,M,,,/m/0gbyqwr,2,,
Neelam,49,F,1968-11-09,/m/0dryh9k,/m/08z_kd,2,Q6986770,Indian actress
Divya Dutta,48,F,1977-09-25,/m/0dryh9k,/m/05xhmh,2,Q467964,Indian actress
Raj Verma,47,M,,,/m/0gch_47,2,Q572754,powiat of Poland
Esha Deol,47,F,1981-11-02,/m/02sch9,/m/040wjm,2,Q48622,Indian actress
Nanda,46,F,1939-01-08,,/m/0cfwj7,2,Q3595314,Indian actress
Fardeen Khan,46,M,1974-03-08,/m/0dllcfn,/m/04g5nr,2,Q731969,Indian Bollywood actor
Durga Khote,45,F,1905-01-14,/m/0dryh9k,/m/09zfq_,2,Q3633274,Indian actress
Dino Morea,45,M,1975-12-09,/m/0222qb,/m/08w8g0,2,Q368447,Indian actor
Amrita Arora,45,F,1981-01-31,/m/0dryh9k,/m/08trv2,2,Q292958,Indian actress
D.K. Sapru,45,M,1916-03-16,/m/0dryh9k,/m/0gc97zr,2,,
Vidya Balan,44,F,1978-01-01,/m/0cmdl5l,/m/06kl0k,2,Q159166,Indian film actress
Sohail Khan,44,M,1970-12-20,/m/0dryh9k,/m/07f37n,2,Q983053,"Indian actor, producer, writer"
Sameera Reddy,44,F,1982-12-14,/m/0dryh9k,/m/08_6h8,2,Q2723457,Indian film actress
Nina Kulkarni,44,F,,/m/0cqgdq,/m/0jsnl8,2,Q6986881,Indian actress
Pradeep Kumar,44,M,1925-01-04,/m/0bpjh3,/m/0cs7r8,2,Q7237409,Indian actor
Raghuvir Yadav,43,M,,/m/0dryh9k,/m/06y_92,2,Q7282998,"Indian film, stage and television actor"
Aashish Chaudhary,42,M,,/m/0dryh9k,/m/0274f0x,2,Q4662722,Indian actor
Ayesha Jhulka,41,F,1975-07-28,/m/0dryh9k,/m/0cj4kr,2,Q1749634,Indian film actress
Sushant Singh,40,M,1969,/m/0222hg,/m/025zsh2,2,Q3633952,Indian actor
Ravindra Kapoor,40,M,,,/m/0gdk871,2,,
Abhi Bhattacharya,40,M,1921,,/m/04n4h2l,2,Q4667376,Indian actor
Kurush Deboo,40,M,1963-09-12,/m/0dryh9k,/m/02qq_ww,2,Q6447502,Indian actor
Satish Kaushik,40,M,1956-04-13,/m/0dryh9k,/m/03d8njj,2,Q3121114,Indian film director
Manmohan Krishna,39,M,1937-02-26,,/m/0cvbb9q,2,Q12445270,Indian film actor and director (1922-1990)
Rajkiran,39,M,1954-08-26,/m/01rv7x,/m/02q_47r,2,Q7286265,Indian actor
Saira Banu,39,F,1944-08-23,/m/0dryh9k,/m/06n54j,2,Q942959,Indian film actress
Amrita Rao,39,F,1981-06-07,/m/0761bp,/m/03rtvc,2,Q299136,Indian actress and model
Mukesh Tiwari,39,M,,/m/0dryh9k,/m/07k4dx5,2,Q6933441,Indian actor
David Abraham Cheulkar,38,M,1909,/m/04zjjt,/m/0ggxly,2,Q5230578,Indian actor
Mahima Chaudhry,38,F,1973-09-13,/m/0dryh9k,/m/04g5td,2,Q2568389,indian actress
Dev Kishan,38,M,,/m/0dryh9k,/m/0gc1wb1,2,Q497687,seyfert galaxy in the constellation Perseus
Seema Biswas,38,F,1965-01-14,/m/0dryh9k,/m/0cw9jh,2,Q2576856,Indian actress
Irrfan Khan,38,M,1962-11-30,/m/0462jl6,/m/03m3nzf,2,Q360927,Indian actor
Suresh Menon,38,M,,/m/0dryh9k,/m/047f23v,2,Q3527168,Indian actor and comedian
Kabir Bedi,37,M,1946-01-16,/m/02sch9,/m/04b1n,2,Q27985666,unincorporated community in Missouri
Deepti Naval,36,F,1957-02-03,/m/0dryh9k,/m/0d9xq4,2,Q5250658,Indian-born American actress
Rakesh Bedi,36,M,,/m/0dryh9k,/m/06600n_,2,Q7286597,Indian actor
Aarti,36,F,,,/m/0gbxm40,2,Q6013911,Mexican film actor
Achyut Potdar,36,M,,,/m/0gc4ylj,2,Q4673976,Bollywood actor
Mansaram,35,M,,/m/0dryh9k,/m/0gdk402,2,Q495377,"city in Contra Costa County, California, United States"
Bhagwan Dada,35,M,1913-08-01,/m/0dryh9k,/m/0cg0tr,2,Q4900668,Indian actor and director
Girish Karnad,35,M,1938-05-19,/m/0d9q7j,/m/04ch23,2,Q3518444,"Indian playwright, theatre personality"
Pooja Bhatt,35,F,1972-02-24,/m/0g0x7_,/m/04rr_s,2,Q786469,Indian actress
Sulochana Chatterjee,34,F,,,/m/0gdk17g,2,Q97670104,Indian actress
Jagdish Raj,34,M,1928,,/m/047f9jp,2,Q6122336,India actor
Namrata Shirodkar,34,F,1972-01-22,/m/0dryh9k,/m/03t8z1,2,Q579995,Indian actress
Dara Singh,34,M,1928-11-19,/m/0222hg,/m/065xb3,2,Q165816,Indian professional wrestler and actor (1928-2012)
Sadhana,34,F,1941-09-02,,/m/0cfwz4,2,Q3133978,Indian actress
Raja Duggal,34,M,,,/m/0gdk_pd,2,,
Navin Nischol,33,M,1946-03-18,,/m/04_fcc,2,Q112043674,1987-08-04 FCC decision
Raj Mehra,33,M,,,/m/0cr7p37,2,Q12449132,actor
Zakir Hussain,33,M,,,/m/0cz88y_,2,Q8065108,Indian film and television actor
Rehman,33,M,1921-06-23,,/m/0cfdbx,2,Q7309808,Indian film actor
Ram Sethi,33,M,,,/m/047s9xk,2,Q7288580,Indian actor
Laxmikant Berde,33,M,1954-11-03,/m/0dryh9k,/m/05q7k8,2,Q6505245,Indian actor
Sheetal,33,F,,,/m/0ccbln3,2,,
Kanhaiyalal,33,M,,,/m/0gcxl37,2,Q15924272,Indian actor
Celina Jaitley,32,F,1981-11-24,/m/0dryh9k,/m/04g5sn,2,Q292967,Indian film actress
Chaman Puri,32,M,,,/m/0gc1hqr,2,Q20771053,Indian actor
Amar,32,M,,,/m/0dj2nf2,2,Q332892,American DJ
Ashwini Kalsekar,31,F,1970,/m/0cqgdq,/m/04mz0ty,2,Q4806201,Indian actress
Annu Kapoor,31,M,1956-02-20,/m/0dryh9k,/m/02phhc0,2,Q4769639,Indian actor
Supriya Pathak,31,F,1961-01-07,,/m/0b7zz5,2,Q7645142,Indian actress
Makrand Deshpande,31,M,1966-03-06,/m/0dryh9k,/m/0h4pss,2,Q6738761,"Indian film actor, writer, and director"
Pankaj Jha,31,M,,/m/0dryh9k,/m/0bs1d9p,2,Q7131285,Indian actor and painter
Tuntun,30,F,1923-01-01,/m/02sch9,/m/090v7b,2,Q7852779,Indian actress
Meena Kumari,30,F,1932-08-01,,/m/085lpk,2,Q465848,Indian actress and poet
Jeevan Kala,30,F,,,/m/0dj2nfc,2,,
Raj Kiran,30,M,1949-02-05,,/m/0gvv6z8,2,Q7285310,Indian actor
Manoj Bajpai,30,M,1969-04-23,,/m/0885_b,2,Q158533,Indian actor
Sonam,30,F,1972-09-02,,/m/0fy2zn,2,Q7560776,Indian actress
Kangana Ranaut,30,F,1987-03-20,/m/0dryh9k,/m/0dhzn5,2,Q2737207,Indian actress (born 1987)
Arun Bali,30,M,,/m/0dryh9k,/m/09v18kq,2,Q4802074,Indian actor
Mac Mohan,29,M,1938-04-24,,/m/0flj84,2,Q6722336,Indian actor
Soni Razdan,29,F,1962-10-25,/m/03w9bjf,/m/04pzp8,2,Q7561678,British actress
Rajat Kapoor,29,M,1961,,/m/0fj2sk,2,Q7285873,"Indian actor, director, Author"
Zohra Sehgal,28,F,1912-04-27,/m/0665pp,/m/02r_c3x,2,Q143896,Indian actress and choreographer
Sachin Khedekar,28,M,,,/m/0573tj8,2,Q7396741,Indian actor
Malaika Arora Khan,28,F,1973-08-23,/m/0dryh9k,/m/07f3wn,2,Q290322,Indian actress
Farha Naaz,28,F,1968-12-09,/m/0dryh9k,/m/04mzw77,2,Q5434715,India actress
Kamal Chopra,28,M,,,/m/0jt5jn,2,Q203643,American painter (1834-1903)
Sunder,28,M,,,/m/0hh2zgr,2,Q7639665,Indian actor
Neeta Mehta,28,F,,/m/0dryh9k,/m/0gcjg_9,2,,
Zayed Khan,28,M,1980-07-05,/m/0dryh9k,/m/06dzgl,2,Q167829,Indian actor
Rimi Sen,28,F,1981-09-21,/m/0bpjh3,/m/086lpw,2,Q1085037,Indian actress
Mahesh Manjrekar,27,M,1958-08-16,,/m/0bvls5,2,Q3089275,Indian actor
Deepika Padukone,27,F,1986-01-05,/m/0761bp,/m/09k68f,2,Q312,American multinational technology company
Rajendranath Zutshi,27,M,1961-02-04,/m/023mqw,/m/026m_m0,2,Q6317475,Indian actor
Sudha Chopra,26,F,,,/m/0gdm998,2,,
Ayesha Takia,26,F,1986-04-10,,/m/05ydx0,2,Q158450,Indian film actress
Kanu Roy,25,M,,,/m/03cmbp8,2,Q6365648,Indian actor
Nazima,25,F,,/m/0dryh9k,/m/09v3c8s,2,Q6983461,Indian actress (1948-1975)
Padma Khanna,25,F,1949-03-10,,/m/09k62cz,2,Q7123831,Indian actress
Zarina Wahab,25,F,1959-07-17,/m/0dryh9k,/m/03hnn5b,2,Q3595441,Indian actress
Mohan Agashe,25,M,1947-07-23,,/m/0b55n2,2,Q1470,Dutch graphic artist (1898–1972)256
Prema Narayan,25,F,1955-04-04,/m/0dryh9k,/m/06_wzm4,2,Q7240196,Indian actress
Urmila Bhatt,25,F,1934,,/m/0dkc9ws,2,Q15930605,Indian actress
Sanjay Kapoor,25,M,1965-10-17,/m/0dryh9k,/m/0662st,2,Q1612637,Indian actor (born 1965)
Puneet Issar,25,M,1958-09-12,/m/0dryh9k,/m/02q2yld,2,Q7260123,Indian actor
Amol Palekar,25,M,1944-11-24,,/m/04kfg7,2,Q2721505,Indian actor
Rajit Kapur,25,M,,/m/0dryh9k,/m/0krw5f,2,Q7286172,Indian actor
Neeraj Vora,25,M,,/m/0dryh9k,/m/0ddfchv,2,Q6986935,Indian film director
Pratima Devi,24,F,,,/m/0gcxkdy,2,Q20986575,actor
Sanjay Narvekar,24,M,,/m/0dryh9k,/m/0261yk1,2,Q7418465,Indian actor
Preeti Jhangiani,24,F,1980-08-18,/m/029f2r,/m/05d7vq,2,Q3595236,Indian film actress and model
Riya Sen,23,F,1981-01-24,/m/0dryh9k,/m/054ypw,2,Q748926,Indian actress
Mridula Rani,23,F,,,/m/0b_qxs1,2,Q508168,"municipality in Halland County, Sweden"
Aarti Chhabria,23,F,1982-11-21,/m/0dryh9k,/m/0g2bkf,2,Q4662645,Bollywood actress from India
Aditya Srivastava,23,M,1963,/m/0dryh9k,/m/047t4vq,2,Q3595451,Indian actor
Ravi kishan,23,M,1971-07-17,/m/0dryh9k,/m/02852vp,2,Q7296641,"Indian film actor, voice actor and television personality"
Moni Chatterjee,23,M,,/m/0dryh9k,/m/0gc56_0,2,Q326224,medication most commonly used to treat gout
Shilpa Shirodkar,23,F,1969-11-20,,/m/0c3q57,2,Q7496767,Indian actress
C.S. Dubey,23,M,1924-09-04,/m/0dryh9k,/m/05p8_n4,2,Q5071459,Indian actor
Farooq Shaikh,22,M,1948-03-25,,/m/0cqyvd,2,Q5436156,Indian actor (1948-2013)
Kamal Kapoor,22,M,1920-02-22,/m/0dryh9k,/m/0gc0x6x,2,Q18044361,Indian Actor (1920-2010)
Konkona Sen Sharma,22,F,1979-12-03,/m/0dryh9k,/m/09w3dt,2,Q272014,Indian actress
Mallika Sherawat,22,F,1976-10-24,/m/0dryh9k,/m/02wy7c,2,Q262665,Indian actress
Archana Puran Singh,22,F,1962-09-26,/m/0dryh9k,/m/03cndvm,2,Q3595522,Indian actress
Vijay Patkar,21,M,,/m/0dryh9k,/m/0bff4jk,2,Q16195257,Indian actor
Shivraj,21,M,,/m/0dryh9k,/m/0gcx7_n,2,Q31417055,Indian actor
Raima Sen,21,F,1979-11-11,/m/0dryh9k,/m/08tcyn,2,Q46018,Bengali actress
Praveen Paul,21,F,,,/m/0b_qxrv,2,,
Leena Chandavarkar,20,F,1951,/m/0dryh9k,/m/0cd7g0,2,Q6516340,Indian actress
Subbiraj,20,M,,/m/0dryh9k,/m/0gb_zqh,2,Q97451327,Indian actor
Krishan Dhawan,20,M,,,/m/0gdk3cl,2,Q98149408,Indian actor
Vidya Sinha,20,F,1947-11-15,,/m/0h2hsw,2,Q7928181,Indian actress (1947-2019)
Nisha Kothari,20,F,1983-11-30,/m/04k02l,/m/0flxmx,2,Q6113138,Indian actress
Sharad Kapoor,20,M,1976-02-13,/m/02sch9,/m/03hnrn3,2,Q7489358,Indian actor
Rajesh Vivek,20,M,1949-01-31,,/m/03qjs92,2,Q939700,Indian actor (1949-2016)
Subhash Ghai,19,M,1945-01-24,/m/0dryh9k,/m/05xd8x,2,Q2475653,Indian film director
Akhilendra Mishra,19,M,1960-09-28,/m/0cm7w1,/m/04d_fbm,2,Q4700745,Indian actor
Sonali Kulkarni,19,F,1974-11-03,/m/0dryh9k,/m/0b7bk8,2,Q1407499,Indian actress (b. 1973)
Tanaaz Currim,19,F,1972-04-08,/m/0bymc,/m/05m_ksf,2,Q7682187,actress
Vijayendra Ghatge,19,M,,,/m/03h0j9m,2,Q7929311,Indian actor
Uttam Kumar,19,M,1926-09-03,,/m/073dmy,2,Q1476759,"Indian actor, director and producer"
Simi Garewal,19,F,1947-10-17,/m/0dryh9k,/m/063__x,2,Q5635764,
Virendra Saxena,19,M,,/m/0dryh9k,/m/043rd_l,2,Q7933697,Indian actor
Mazhar Khan,18,M,1953-07-22,/m/0dryh9k,/m/0fvs6l,2,Q12444843,actor
Sachin,18,M,1957-08-17,,/m/02qnhtn,2,Q3631431,"Indian actor, director, producer, Writer, singer"
Harish Patel,18,M,,/m/0dryh9k,/m/02rkt1c,2,Q2889197,Indian actor
Aashif Sheikh,18,M,1960,/m/0dryh9k,/m/02r30xh,2,Q4662700,Indian actor
Nilu Phule,17,M,1930,/m/0cqgdq,/m/06ztd0d,2,Q455343,Indian actor
Hemant Birje,17,M,1965-03-14,/m/0dryh9k,/m/0fq1rj3,2,Q12460817,Indian actor
Vishwa Mehra,17,M,,/m/0dryh9k,/m/0gc4hjz,2,,
Ashwin Mushran,17,M,1972-05-19,,/m/07s3j8p,2,Q4806191,Indian actor and voice actor
Joginder Shelly,17,M,1949-07-04,/m/0dryh9k,/m/09v4x2t,2,Q6214794,Indian actor
Nirmal Pandey,17,M,1962-08-10,/m/0dryh9k,/m/05zm76x,2,Q7040015,film actor
Sanjay Suri,17,M,1971-04-06,/m/0b79c7,/m/0d_tk7,2,Q3045307,Indian actor
Dinyar Contractor,17,M,,,/m/0jtwms,2,,
Madhoo,17,F,1972-03-26,,/m/07fm_x,2,Q3537300,Indian actress
Minnisha Lamba,17,F,1985-01-18,/m/0dryh9k,/m/0862nf,2,Q365007,Indian actress
Leela Chitnis,16,F,1909-09-09,,/m/082t0j,2,Q464873,Indian actress (1909-2003)
Rasika Joshi,16,F,1972-09-12,,/m/0cr6dzd,2,Q7295046,Indian actress
Kim Sharma,16,F,1980-01-21,/m/0dryh9k,/m/08xtbc,2,Q469887,Indian actress
Deepak Tijori,16,M,1961-08-28,,/m/027gsx3,2,Q3021147,Indian film actor and director
Suhasini Mulay,16,F,1950-11-20,/m/0dryh9k,/m/0271zv7,2,Q7635226,"Indian actress in Bollywood, Marathi and Assamese films as well as television"
Murli Sharma,16,M,,/m/0dryh9k,/m/03d06q8,2,Q6937290,Indian actor
Sandhya Mridul,16,F,1975-03-28,/m/0dryh9k,/m/0djwkt,2,Q1396281,Indian actress
Madhubala,16,F,1933-02-14,/m/09743,/m/02lyrj,2,Q36881,Indian actress and producer (1933–1969)
Neena Gupta,15,F,1959-07-04,,/m/0b7b98,2,Q6986875,Indian actress
Daya Shankar Pandey,15,M,,,/m/0k3_4h,2,Q5243005,Indian actor
Deepti Bhatnagar,15,F,1967-09-30,/m/03kbr,/m/0cfgbw,2,Q12053145,Indian actress
Ashalata Wabgaonkar,15,F,1932,/m/0dryh9k,/m/0cs_cxv,2,Q4804549,Indian actress
Ali Asgar,15,M,,/m/0dryh9k,/m/02z9gd_,2,Q4724667,Indian actor and stand-up comedian
Leela Mishra,15,F,1908,,/m/07t4d6d,2,Q6516259,Indian actress
Sushmita Mukherjee,15,F,,/m/0dryh9k,/m/02740jf,2,Q7648979,Indian actress
Sonu Walia,15,F,1964-02-19,/m/02sch9,/m/0cvyx3,2,Q7562409,Indian model
Loveleen Mishra,15,F,,,/m/0gbzv77,2,,
Hemant Pandey,14,M,,/m/0dryh9k,/m/0gcxqtd,2,Q5711029,actor
Kumari Naaz,14,F,,/m/0dryh9k,/m/0jvp06,2,Q511968,mammalian protein found in Homo sapiens
Piyush Mishra,14,M,1963,/m/0dryh9k,/m/026p3wd,2,Q3534654,Indian actor
Sangeeta Bijlani,14,F,1960-07-09,/m/0dryh9k,/m/03f46w,2,Q3595327,Indian actress
Dulari,13,F,,,/m/0k44p3,2,Q15992928,Indian film actress
Kunal Kapoor,13,M,1977-10-18,/m/0dryh9k,/m/0b55cx,2,Q2737601,Indian actor (born 1977)
Rituparna Sengupta,13,F,1971-11-07,/m/0bpjh3,/m/068zjd,2,Q2992971,Indian actress
Pavan Malhotra,13,M,,,/m/04n268h,2,Q7155518,Indian actor
Manik Irani,13,M,,/m/0dryh9k,/m/0fqmmhg,2,Q16200543,Indian actor
Yunus Parvez,13,M,1931,/m/0dryh9k,/m/028bs1p,2,Q1965038,Indian actor
Jayshree T.,13,F,1953,,/m/03nvxl9,2,Q6167973,Indian actress
Sheela Sharma,13,F,,,/m/0gc99_4,2,Q18357741,Indian actress
Birbal,13,M,,,/m/0h6dlc7,2,Q369089,app and website exploring partner museums
Tom Alter,13,M,1950,,/m/0b84vr,2,Q7814774,Indian actor
Sulabha Arya,13,F,,,/m/0gc0jd8,2,Q533367,Taiwanese girl group
Guru Dutt,13,M,1925-07-09,/m/0dryh9k,/m/06kxs3,2,Q149136,"Indian film director, producer, choreographer and actor"
Deepak Parashar,13,M,1952-04-02,,/m/027vy8b,2,Q5250519,Indian actor
Rajendra Sethi,12,M,,/m/0dryh9k,/m/027wtq4,2,Q12449395,
Shubha Khote,12,F,,,/m/0ct15lj,2,Q12454357,Indian film and television actress
Agha,12,M,,/m/0dryh9k,/m/03cb0yx,2,Q4692309,Indian film actor
Kishore Kumar,12,M,1929-08-04,,/m/01mp07q,2,Q471542,Indian singer and actor (1929-1987)
Supriya Pilgaonkar,12,F,1967-08-17,/m/0dryh9k,/m/02xb82c,2,Q7645145,Indian Hindi and Marathi actress
Ila Arun,12,F,,,/m/08m37w,2,Q3595475,Indian actress and singer
Chetan Pandit,12,M,,,/m/0gdk5l4,2,Q16239228,Indian film and television actor
Bob Christo,12,M,1938,,/m/0dl7zl,2,Q887851,Indian actor (1940-2011)
Usha Kiran,12,F,1929-04-22,/m/0dryh9k,/m/0bwlv75,2,Q7901881,Indian actress (1929-2000)
Sudhir Dalvi,12,M,,,/m/08h94l,2,Q14476206,Indian actor
Cukoo,12,F,1929,/m/034s7b,/m/0c688y,2,Q15930747,Anglo-Indian dancer and actress
Mamta Kulkarni,12,F,1972-04-20,/m/0cqgdq,/m/07f4tm,2,Q3519476,Indian actress
Soha Ali Khan,12,F,1978-10-04,,/m/07066b,2,Q12459003,
Emraan Hashmi,12,M,1979-03-24,,/m/0b82nz,2,Q3053437,Indian film actor (1979-)
Sophie Choudry,12,F,1981-02-08,/m/0dryh9k,/m/0261psv,2,Q7562978,British singer and actress
Gulshan Kumar Mehta,12,M,1937-04-12,/m/0dryh9k,/m/01x29cx,2,Q3633335,Indian actor
Kunal Khemu,12,M,1983-05-25,/m/0dryh9k,/m/0gxn9l,2,Q3497323,Indian actor
Sonia Sahani,12,F,,,/m/0gby1nk,2,Q20685609,Indian (Hindi) film actress
Goga Kapoor,12,M,1940-12-15,,/m/0j_9xt,2,Q7571763,Indian film actor
Sulakshana Pandit,12,F,1954-07-12,,/m/0270fn6,2,Q3632513,Indian actress
Pallavi Joshi,11,F,,/m/0cqgdq,/m/04m_hj3,2,Q7127781,Indian actress
Ratna Pathak,11,F,1963-03-18,/m/0dryh9k,/m/02qk1wb,2,Q7295837,Indian actress
Manik Dutt,11,M,,,/m/0gdkw0b,2,,
Pankaj Kapoor,11,M,1954-05-29,/m/0dryh9k,/m/02p44hd,2,Q3499101,Indian actor
Deepak Shirke,10,M,,,/m/0gc1kxz,2,Q12433784,Indian actor
