Actor_name,connectivity,actor_gender,Actor_date_of_birth,Actor_ethnicity,Freebase_actor_ID,community,Wikidata_actor_id,actor_description,actor_country_of_citizenship,actor_occupation
Mantan Moreland,24,M,1902-09-03,/m/0x67,/m/0ckhnl,1,Q1913548,actor (1902-1973),United States of America,"['actor', 'comedian', 'stage actor', 'television actor', 'film actor']"
John Garfield,24,M,1913-03-04,,/m/013846,1,Q367053,American actor (1913-1952),United States of America,"['actor', 'character actor', 'stage actor', 'film actor']"
Duncan Renaldo,23,M,1904-04-23,,/m/05ddbw,1,Q5314585,American actor (1904-1980),Romania,"['actor', 'television actor', 'screenwriter', 'film producer']"
Douglass Dumbrille,23,M,1889-10-13,,/m/02mczq,1,Q3038059,Canadian-American actor,Canada,['film actor']
Jim Backus,23,M,1913-02-25,,/m/01k76k,1,Q1236412,"American radio, television, film, and voice actor (1913-1989)",United States of America,"['actor', 'screenwriter', 'voice actor', 'writer', 'television actor', 'film actor']"
Alan Ladd,23,M,1913-09-03,,/m/02knnd,1,Q346280,American actor (1913–1964),United States of America,"['film actor', 'film producer', 'television actor', 'voice actor', 'television producer']"
Fay Holden,23,F,1893-09-26,,/m/04glbft,1,Q511274,American actress (1893-1973),United Kingdom,"['stage actor', 'film actor', 'actor']"
Charles Ruggles,23,M,1886-02-08,,/m/0337dn,1,Q934722,American actor (1886-1970),United States of America,"['stage actor', 'film actor', 'television actor', 'actor', 'musician']"
Charles Laughton,23,M,1899-07-01,,/m/0gpmp,1,Q55264,British-American actor and director (1899–1962),United Kingdom,"['theatrical director', 'film director', 'writer', 'film producer', 'film actor', 'screenwriter', 'stage actor', 'actor', 'television actor', 'director']"
Lee Marvin,23,M,1924-02-19,,/m/04n_g,1,Q76895,American actor (1924–1987),United States of America,"['film actor', 'actor', 'military personnel', 'character actor', 'television actor', 'stage actor']"
Debbie Reynolds,23,F,1932-04-01,/m/07hwkr,/m/01mmslz,1,Q263696,"American actress, singer, and dancer (1932-2016)",United States of America,"['singer', 'musician', 'writer', 'beauty pageant contestant', 'dancer', 'autobiographer', 'stage actor', 'film actor', 'television actor', 'voice actor', 'screenwriter']"
Al Bridge,23,M,1891-02-26,,/m/0gnkff,1,Q4703610,American actor (1891-1957),United States of America,['actor']
Regis Toomey,22,M,1898-08-13,,/m/088fdd,1,Q359446,actor (1898-1991),United States of America,"['actor', 'stage actor', 'film actor']"
Jean Arthur,22,F,1900-10-17,,/m/018s7v,1,Q229338,actress (1900-1991),United States of America,"['film actor', 'university teacher', 'stage actor', 'television actor']"
Sidney Toler,22,M,1874-04-28,,/m/06jv04,1,Q3290613,"American actor, playwright and theatre director (1874-1947)",United States of America,"['screenwriter', 'stage actor', 'film actor', 'playwright', 'writer', 'theatrical director']"
L. Q. Jones,22,M,1927-08-19,,/m/05dqdk,1,Q934345,American actor (1927-2022),United States of America,"['film director', 'television actor', 'film actor', 'screenwriter', 'film producer']"
Eric Blore,22,M,1887-12-23,,/m/030czv,1,Q959404,actor,United Kingdom,"['stage actor', 'film actor']"
Glenn Strange,22,M,1899-08-16,,/m/033hpb,1,Q1368948,actor (1899–1973),United States of America,"['actor', 'singer', 'rancher', 'television actor', 'film score composer', 'film actor']"
Mary Gordon,22,F,1882-05-16,,/m/02z28y7,1,Q467968,Scottish actress,United Kingdom,"['actor', 'film actor']"
Beulah Bondi,22,F,1888-05-03,,/m/04c98w,1,Q466440,American actress,United States of America,"['character actor', 'stage actor', 'film actor', 'television actor']"
Holmes Herbert,22,M,1882-07-30,,/m/03crsrm,1,Q1344901,English actor (1882-1956),United Kingdom,"['actor', 'film actor']"
"Sammy Davis, Jr.",22,M,1925-12-08,/m/0x67,/m/01bmlb,1,Q297816,American singer and actor (1925–1990),United States of America,"['television actor', 'film actor', 'artist', 'autobiographer', 'jazz musician', 'stage actor', 'television presenter', 'singer', 'actor', 'dancer', 'recording artist', 'vaudeville performer']"
Marilyn Monroe,22,F,1926-06-01,/m/04f581,/m/04wqr,1,Q4616,American actress (1926–1962),United States of America,"['film actor', 'model', 'film producer', 'singer', 'autobiographer', 'Playboy Playmate', 'fashion model', 'actor']"
Franchot Tone,22,M,1905-02-27,,/m/012dtf,1,Q457229,American stage and film actor (1905-1968),United States of America,"['film director', 'stage actor', 'film actor', 'television actor', 'film producer']"
Norma Shearer,22,F,1902-08-10,/m/0g8_vp,/m/0gmv3,1,Q95019,Canadian-American actress (1902–1983),Canada,"['model', 'stage actor', 'film actor', 'actor']"
Arthur Loft,21,M,1897-05-25,,/m/04cxryj,1,Q4799547,actor (1897-1947),United States of America,['actor']
Ida Lupino,21,F,1918-02-04,,/m/02c7lt,1,Q148669,British actress,United Kingdom,"['film director', 'screenwriter', 'television actor', 'film actor', 'film producer', 'television director']"
Kay Francis,21,F,1905-01-13,,/m/02_wnq,1,Q268110,actress (1905-1968),United States of America,"['actor', 'stage actor', 'film actor']"
"Noah Beery, Jr.",21,M,1913-08-10,,/m/05rms6,1,Q1361050,American actor (1913-1994),United States of America,"['actor', 'character actor', 'film actor', 'television actor']"
Agnes Moorehead,21,F,1900-12-06,,/m/01csrl,1,Q231221,American actress (1900-1974),United States of America,"['voice actor', 'film actor', 'stage actor', 'television actor', 'television presenter']"
Richard Jaeckel,21,M,1926-10-10,,/m/030jrr,1,Q1530639,American actor (1926-1997),United States of America,"['actor', 'television actor']"
Dennis Hoey,21,M,1893-03-30,,/m/05h5dlr,1,Q3023171,British film actor (1893-1960),United Kingdom,"['actor', 'playwright', 'stage actor']"
Henry Daniell,21,M,1894-03-05,,/m/089bcy,1,Q1369906,English actor (1894-1963),United Kingdom,"['actor', 'stage actor', 'film actor', 'television actor']"
Sammy McKim,21,M,1924-12-20,,/m/02x2csl,1,Q3470883,actor (1924-2004),Canada,['actor']
Virginia Mayo,20,F,1920-11-30,,/m/03y66q,1,Q232245,American actress,United States of America,"['film actor', 'television actor', 'stage actor']"
Stanley Ridges,20,M,1890-07-17,,/m/02qtzlf,1,Q3496859,American actor,United Kingdom,"['stage actor', 'film actor']"
Robert Ryan,20,M,1909-11-11,,/m/03xx3m,1,Q350680,American actor (1909-1973),United States of America,"['film actor', 'stage actor', 'television actor']"
Henry Stephenson,20,M,1871-04-16,,/m/0krskg,1,Q1607291,British stage and film actor (1871-1956),United Kingdom,"['stage actor', 'film actor']"
Red Skelton,20,M,1913-07-18,,/m/01t9qj_,1,Q1277029,American comedian (1913–1997),United States of America,"['comedian', 'composer', 'painter', 'circus performer', 'singer', 'television actor', 'radio personality', 'film actor', 'screenwriter']"
William Wellman Jr.,20,M,1937-01-20,,/m/05pxprq,1,Q2054519,"actor, born 1937",United States of America,"['screenwriter', 'film producer', 'television actor', 'film actor', 'actor']"
LeRoy Mason,20,M,1903-07-02,,/m/02w9y3v,1,Q3220136,American film actor (1903-1947),United States of America,['actor']
Charles West,20,M,1885-11-30,,/m/03gr97h,1,Q738864,American film actor of the silent era (1885-1943),United States of America,"['actor', 'film actor']"
John Barrymore,20,M,1882-02-15,,/m/0ht_k,1,Q95034,"American actor of stage, screen and radio (1882-1942)",United States of America,"['stage actor', 'film actor', 'actor', 'screenwriter']"
Barton MacLane,19,M,1902-12-25,,/m/06k743,1,Q577621,"actor, playwright, screenwriter",United States of America,"['screenwriter', 'rancher', 'playwright', 'film actor', 'television actor', 'stage actor']"
Betty Grable,19,F,1916-12-18,,/m/01ty7ll,1,Q233852,"American model, actor, singer and dancer (1916-1973)",United States of America,"['singer', 'dancer', 'model', 'film actor', 'stage actor', 'television actor']"
John Payne,19,M,1912-05-23,,/m/05vfcj,1,Q723415,American actor 1912-1989,United States of America,"['singer', 'entrepreneur', 'screenwriter', 'stage actor', 'film actor', 'television actor', 'voice actor']"
Gene Tierney,19,F,1920-11-19,,/m/018sgr,1,Q230555,American actress (1920–1991),United States of America,"['actor', 'autobiographer', 'character actor', 'stage actor', 'television actor', 'film actor']"
Laraine Day,19,F,1920-10-13,,/m/08b8vd,1,Q466063,American actress (1920-2007),United States of America,"['television presenter', 'stage actor', 'television actor', 'writer', 'film actor', 'actor']"
Emma Dunn,19,F,1875-02-26,,/m/03cs3js,1,Q458513,actress,United Kingdom,"['stage actor', 'film actor']"
Una O'Connor,19,F,1880-10-23,,/m/04ykv3,1,Q448534,actress,Republic of Ireland,"['stage actor', 'film actor', 'television actor']"
Claire McDowell,19,F,1877-11-02,,/m/03c1x11,1,Q459580,actress (1877-1966),United States of America,"['actor', 'film actor']"
Alan Mowbray,19,M,1896-08-18,,/m/05p3dw,1,Q1758264,British actor,United Kingdom,"['stage actor', 'film actor', 'television actor']"
Sydney Greenstreet,19,M,1879-12-27,,/m/01kgfy,1,Q656507,British-American actor (1879-1954),United Kingdom,"['character actor', 'stage actor', 'film actor', 'actor']"
Paul Newman,19,M,1925-01-26,/m/027n1m6,/m/0d6d2,1,Q41871,American actor and film director (1925–2008),United States of America,"['film producer', 'television actor', 'film actor', 'film director', 'racing automobile driver', 'actor', 'entrepreneur', 'screenwriter', 'stage actor', 'voice actor']"
Slim Pickens,19,M,1919-06-29,,/m/0hn04,1,Q1277039,"American rodeo performer, film and television actor",United States of America,"['circus performer', 'television actor', 'film actor', 'voice actor']"
R.G. Armstrong,19,M,1917-04-07,,/m/026ylcz,1,Q1399617,American actor (1917-2012),United States of America,"['stage actor', 'film actor', 'television actor', 'actor']"
John McIntire,19,M,1907-06-27,,/m/0781h4,1,Q1277934,American character actor (1907-1991),United States of America,"['actor', 'stage actor', 'television actor', 'film actor']"
Fred Williamson,19,M,1938-03-05,/m/0x67,/m/03vrv9,1,Q1452569,American football player and actor,United States of America,"['actor', 'film director', 'film actor', 'American football player', 'screenwriter', 'film producer']"
Monte Blue,19,M,1887-01-11,,/m/0dxdcm,1,Q1945758,American actor (1887–1963),United States of America,"['stage actor', 'film actor', 'actor']"
Jack Oakie,18,M,1903-11-12,,/m/04x946,1,Q545846,American actor (1903–1978),United States of America,"['comedian', 'film actor', 'television actor']"
Leslie Nielsen,18,M,1926-02-11,/m/0cnvdq1,/m/0fb7c,1,Q82786,Canadian actor and comedian (1926-2010),Canada,"['television actor', 'film actor', 'comedian', 'film producer', 'voice actor']"
Charles Boyer,18,M,1899-08-28,,/m/0p9gg,1,Q105987,French actor (1899-1978),France,"['film actor', 'television producer', 'screenwriter', 'film producer', 'stage actor', 'actor', 'singer', 'television actor']"
Harry Woods,18,M,1889-05-05,,/m/02x28by,1,Q5673513,American actor (1889-1968),United States of America,['actor']
Kathleen Freeman,18,F,1919-02-17,,/m/06nrh1,1,Q272505,American actress (1919-2001),United States of America,"['actor', 'stage actor', 'television actor', 'film actor', 'voice actor', 'film producer']"
Lew Ayres,18,M,1908-12-28,,/m/01386m,1,Q444371,American actor (1908–1996),United States of America,"['actor', 'banjoist', 'film actor', 'television actor', 'film director']"
H. B. Warner,18,M,1875-10-26,,/m/04jxzf,1,Q1562547,English film and theatre actor,United Kingdom,"['stage actor', 'film actor']"
Walter Kingsford,18,M,1882-09-20,,/m/03hg8jx,1,Q3280243,British actor (1882-1958),United Kingdom,"['actor', 'stage actor', 'film actor', 'television actor']"
Shelley Winters,18,F,1920-08-18,/m/041rx,/m/019l68,1,Q202144,American actress (1920-2006),United States of America,"['actor', 'film actor', 'stage actor', 'television actor', 'writer', 'autobiographer']"
Warren William,18,M,1894-12-02,,/m/08_pbl,1,Q950857,Broadway and Hollywood actor,United States of America,"['stage actor', 'film actor']"
Mary Astor,18,F,1906-05-03,/m/063k3h,/m/02qhm3,1,Q232109,American actress and author (1906–1987),United States of America,"['novelist', 'stage actor', 'film actor', 'television actor', 'writer', 'actor']"
Edward G. Robinson,18,M,1893-12-12,/m/041rx,/m/017g2y,1,Q83812,Romanian-American actor (1893-1973),Kingdom of Romania,"['film actor', 'art collector', 'character actor', 'stage actor', 'television actor']"
Kirk Douglas,18,M,1916-12-09,/m/09kr66,/m/0j582,1,Q104027,American stage and film actor (1916-2020),United States of America,"['film director', 'film producer', 'television actor', 'film actor', 'screenwriter', 'author', 'soldier', 'stage actor', 'actor']"
Jane Frazee,18,F,1918-07-18,,/m/04cyg9f,1,Q6152241,actress (1918-1985),United States of America,"['actor', 'singer', 'dancer', 'stage actor', 'film actor']"
Eve Arden,18,F,1908-04-30,,/m/02tl9,1,Q255630,actress (1908-1990),United States of America,"['film actor', 'television actor', 'stage actor']"
Elmer,18,M,,,/m/0gbmnd_,1,,,,
William Bendix,18,M,1906-01-14,,/m/02l_n5,1,Q2005629,American actor (1906–1964),United States of America,"['comedian', 'film actor', 'television actor', 'screenwriter', 'actor']"
Anne Baxter,18,F,1923-05-07,,/m/019l3m,1,Q228906,American actress (1923-1985),United States of America,"['stage actor', 'film actor', 'television actor']"
Sara Haden,18,F,1899-11-17,,/m/0fjfvp,1,Q325661,American actress,United States of America,"['stage actor', 'film actor', 'television actor']"
Shirley MacLaine,17,F,1934-04-24,,/m/01w1kyf,1,Q95026,American actress,United States of America,"['film actor', 'dancer', 'musician', 'character actor', 'television actor', 'stage actor', 'screenwriter', 'singer', 'writer', 'film producer', 'film director']"
James Garner,17,M,1928-04-07,/m/07hwkr,/m/016kkx,1,Q108510,American film and television actor (1928–2014),United States of America,"['actor', 'television actor', 'film actor', 'film producer', 'military personnel', 'television producer']"
Louis Calhern,17,M,1895-02-19,,/m/014kbz,1,Q573399,American stage and screen actor (1895-1956),United States of America,"['actor', 'stage actor', 'film actor']"
Victor McLaglen,17,M,1886-12-10,,/m/0cbf0,1,Q329577,British-American actor (1886-1959),United Kingdom,"['actor', 'boxer', 'film actor', 'television actor']"
Ronald Reagan,17,M,1911-02-06,/m/07bch9,/m/06c0j,1,Q9960,president of the United States from 1981 to 1989,United States of America,"['television actor', 'film actor', 'politician', 'autobiographer', 'character actor', 'screenwriter', 'military officer', 'actor', 'trade unionist', 'radio personality', 'statesperson', 'voice actor', 'diarist']"
Joe Flynn,17,M,1924-11-08,,/m/0cyjzn,1,Q713071,American actor (1924-1974),United States of America,"['stage actor', 'film actor', 'television actor', 'voice actor', 'actor']"
Jack Warden,17,M,1920-09-18,,/m/02wr6r,1,Q373968,American actor (1920–2006),United States of America,"['television actor', 'film actor', 'character actor', 'stage actor', 'boxer', 'actor']"
J. Carrol Naish,17,M,1896-01-21,/m/033tf_,/m/04f6fn,1,Q642876,actor (1896-1973),United States of America,"['stage actor', 'film actor', 'television actor']"
Hattie McDaniel,17,F,1895-06-10,/m/0x67,/m/0mzhd,1,Q228904,American actress (1895-1952),United States of America,"['actor', 'singer-songwriter', 'composer', 'musician', 'television actor', 'film actor', 'comedian', 'fundraiser', 'philanthropist']"
Kathryn Grayson,17,F,1922-02-09,,/m/01wd_n5,1,Q234117,American actress and coloratura soprano,United States of America,"['singer', 'musician', 'opera singer', 'stage actor', 'film actor', 'television actor', 'musical theatre actor']"
